id	title	author	gender	year-birth	year-death	year-worldcat	year-ref	language	translation	downloads	subjects	shortauthor	shorttitle	worldcaturl	Western	Adventure	Love	War	Humour	Sea	Pulp fiction	SciFi & Fantasy	General fiction	Mystery & Detective stories	Juvenile	Translations
PG64615	Honor Bright: A Story of the Days of King Charles	Rowsell, Mary C. (Mary Catherine)		1839.0	1921.0	1900.0	1900	['en']		4	{'Kings and rulers -- Juvenile fiction', 'Charles II, King of England, 1630-1685 -- Juvenile fiction', 'Education of princes -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}	Mary+Rowsell	Honor+Bright	https://www.worldcat.org/search?q=Mary+Rowsell+Honor+Bright&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG6001	Polly of Pebbly Pit	Roy, Lillian Elizabeth		1868.0	1932.0	1900.0	1900	['en']		8	{'Ranch life -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Colorado -- Juvenile fiction'}	Lillian+Roy	Polly+Pebbly	https://www.worldcat.org/search?q=Lillian+Roy+Polly+Pebbly&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG14219	The Helmet of Navarre	Runkle, Bertha		1879.0	1958.0	1900.0	1900	['en']		14	{'Henry IV, King of France, 1553-1610 -- Fiction', 'Love stories', 'France -- History -- 16th century -- Fiction'}	Bertha+Runkle	Helmet+Navarre	https://www.worldcat.org/search?q=Bertha+Runkle+Helmet+Navarre&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	1	0	0	0	0	0	0	0	0	0
PG2640	St. Martin's Summer	Sabatini, Rafael		1875.0	1950.0	1900.0	1900	['en']		85	{'France -- Social life and customs -- Fiction', 'Nobility -- France -- Fiction', 'Inheritance and succession -- Fiction'}	Rafael+Sabatini	Martin+Summer	https://www.worldcat.org/search?q=Rafael+Sabatini+Martin+Summer&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG59806	The Dragon in Shallow Waters	Sackville-West, V. (Victoria)		1892.0	1962.0	1900.0	1900	['en']		21	{'Factories -- Fiction', 'Blind -- Fiction', 'City and town life -- Fiction', 'Brothers -- Fiction', 'Deaf -- Fiction', 'England -- Fiction', 'Murder -- Fiction'}	West+Sackville	Dragon+Shallow	https://www.worldcat.org/search?q=West+Sackville+Dragon+Shallow&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG9310	Casanova's Homecoming	Schnitzler, Arthur		1862.0	1931.0	1900.0	1900	['en']		65	{'Biographical fiction', 'Europe -- Fiction', 'Sex customs -- Fiction', 'Adventure stories', 'Casanova, Giacomo, 1725-1798 -- Fiction'}	Arthur+Schnitzler	Casanova+Homecoming	https://www.worldcat.org/search?q=Arthur+Schnitzler+Casanova+Homecoming&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	0	0
PG65386	The Little French Girl	Sedgwick, Anne Douglas		1873.0	1935.0	1900.0	1900	['en']		23	{'Love stories', 'French -- England -- Fiction', 'British -- France -- Fiction'}	Anne+Sedgwick	Little+French	https://www.worldcat.org/search?q=Anne+Sedgwick+Little+French&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	1	0	0	0	0	0	0	0	0	0
PG8087	A Fountain Sealed	Sedgwick, Anne Douglas		1873.0	1935.0	1900.0	1900	['en']		2	{'Fiction'}	Anne+Sedgwick	Fountain+Sealed	https://www.worldcat.org/search?q=Anne+Sedgwick+Fountain+Sealed&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG26951	'Firebrand' Trevison	Seltzer, Charles Alden		1875.0	1942.0	1900.0	1900	['en']		24	{'Western stories', 'Fiction'}	Charles+Seltzer	Firebrand+Trevison	https://www.worldcat.org/search?q=Charles+Seltzer+Firebrand+Trevison&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	1	0	0	0	0	0	0	0	1	0	0	0
PG36232	The Shooting of Dan McGrew, A Novel. Based on the Famous Poem of Robert Service	Service, Robert W. (Robert William)		1874.0	1958.0	1900.0	1900	['en']		13	{'Fiction'}	Robert+Service	Shooting+McGrew	https://www.worldcat.org/search?q=Robert+Service+Shooting+McGrew&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG8199	The Moon Metal	Serviss, Garrett Putman		1851.0	1929.0	1900.0	1900	['en']		45	{'Science fiction'}	Garrett+Serviss	Moon+Metal	https://www.worldcat.org/search?q=Garrett+Serviss+Moon+Metal&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG9194	The Second Deluge	Serviss, Garrett Putman		1851.0	1929.0	1900.0	1900	['en']		61	{'Science fiction'}	Garrett+Serviss	Second+Deluge	https://www.worldcat.org/search?q=Garrett+Serviss+Second+Deluge&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG19141	Edison's Conquest of Mars	Serviss, Garrett Putman		1851.0	1929.0	1947.0	1900	['en']		117	{'Martians -- Fiction', 'Space travelers -- Fiction', 'Mars (Planet) -- Fiction', 'Science fiction'}	Garrett+Serviss	Edison+Conquest	https://www.worldcat.org/search?q=Garrett+Serviss+Edison+Conquest&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG21670	Edison's Conquest of Mars	Serviss, Garrett Putman		1851.0	1929.0	1947.0	1900	['en']		37	{'Martians -- Fiction', 'Space travelers -- Fiction', 'Mars (Planet) -- Fiction', 'Science fiction'}	Garrett+Serviss	Edison+Conquest	https://www.worldcat.org/search?q=Garrett+Serviss+Edison+Conquest&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG9333	Johnny Bear, and Other Stories from Lives of the Hunted	Seton, Ernest Thompson		1860.0	1946.0	1900.0	1900	['en']		22	{'Animals -- Juvenile fiction'}	Ernest+Seton	Johnny+Bear	https://www.worldcat.org/search?q=Ernest+Seton+Johnny+Bear&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG30313	The Preacher of Cedar Mountain: A Tale of the Open Country	Seton, Ernest Thompson		1860.0	1946.0	1900.0	1900	['en']		85	{'Clergy -- Fiction', 'Great Plains -- Fiction', 'Western stories'}	Ernest+Seton	Preacher+Cedar	https://www.worldcat.org/search?q=Ernest+Seton+Preacher+Cedar&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	1	0	0	0	0	0	0	0	0	0	0	0
PG36360	Faithful Margaret: A Novel	Simpson, J. M., Mrs.				1900.0	1900	['en']		34	{'Fiction'}	Mrs+Simpson	Faithful+Margaret	https://www.worldcat.org/search?q=Mrs+Simpson+Faithful+Margaret&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG10608	The Turquoise Cup, and, the Desert	Smith, Arthur Cosslett		1852.0	1926.0	1900.0	1900	['en']		25	{'Cardinals -- Fiction', 'Love stories', 'Sahara -- Fiction'}	Arthur+Smith	Turquoise+Desert	https://www.worldcat.org/search?q=Arthur+Smith+Turquoise+Desert&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	1	0	0	0	0	0	0	0	0	0
PG63353	The Treasure of the Bucoleon	Smith, Arthur D. Howden (Arthur Douglas Howden)		1887.0	1945.0	1900.0	1900	['en']		12	{'Constantinople -- Fiction', 'Treasure troves -- Fiction', 'Adventure stories'}	Arthur+Smith	Treasure+Bucoleon	https://www.worldcat.org/search?q=Arthur+Smith+Treasure+Bucoleon&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	0	0
PG34776	The Wayfarers	Snaith, J. C. (John Collis)		1876.0	1936.0	1900.0	1900	['en']		8	{'Adventure stories', 'England -- Social life and customs -- Fiction'}	Snaith	Wayfarers	https://www.worldcat.org/search?q=Snaith+Wayfarers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	1	0	0	0
PG30586	"The Exploits of Juve: Being the Second of the Series of the ""Fantômas"" Detective Tales"	Souvestre, Pierre		1874.0	1914.0	1900.0	1900	['en']		26	{'Detective and mystery stories', 'Fantômas (Fictitious character) -- Fiction'}	Pierre+Souvestre	Exploits+Juve	https://www.worldcat.org/search?q=Pierre+Souvestre+Exploits+Juve&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	1	0	0
PG27794	Fantômas	Souvestre, Pierre		1874.0	1914.0	1900.0	1900	['en']		85	{'Fantômas (Fictitious character) -- Fiction', 'Detective and mystery stories'}	Pierre+Souvestre	Fantômas	https://www.worldcat.org/search?q=Pierre+Souvestre+Fantômas&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	1	0	0
PG27789	A Royal Prisoner	Souvestre, Pierre		1874.0	1914.0	1900.0	1900	['en']		24	{'Fantômas (Fictitious character) -- Fiction', 'Detective and mystery stories'}	Pierre+Souvestre	Royal+Prisoner	https://www.worldcat.org/search?q=Pierre+Souvestre+Royal+Prisoner&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	1	0	0
PG33947	The Nerve of Foley, and Other Railroad Stories	Spearman, Frank H. (Frank Hamilton)		1859.0	1937.0	1900.0	1900	['en']		13	{'Railroad stories', 'Fiction'}	Frank+Spearman	Nerve+Foley	https://www.worldcat.org/search?q=Frank+Spearman+Nerve+Foley&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG55663	The Sauciest Boy in the Service: A Story of Pluck and Perseverance	Stables, Gordon		1840.0	1910.0	1900.0	1900	['en']		8	{'Sea stories', 'Oceania -- Juvenile fiction'}	Gordon+Stables	Sauciest+Service	https://www.worldcat.org/search?q=Gordon+Stables+Sauciest+Service&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	1	0	0	0	0	0	0
PG56128	The Cottage on the Fells	Stacpoole, H. De Vere (Henry De Vere)		1863.0	1951.0	1900.0	1908	['en']		14	{'Detective and mystery stories', 'Fiction'}	Vere+Stacpoole	Cottage+Fells	https://www.worldcat.org/search?q=Vere+Stacpoole+Cottage+Fells&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	1	0	0
PG63269	Ocean Tramps	Stacpoole, H. De Vere (Henry De Vere)		1863.0	1951.0	1900.0	1924	['en']		34	{'Short stories', 'Pacific Ocean -- Fiction', 'Sea stories', 'Oceania -- Fiction'}	Vere+Stacpoole	Ocean+Tramps	https://www.worldcat.org/search?q=Vere+Stacpoole+Ocean+Tramps&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	1	0	0	0	0	0	0
PG20084	The Beach of Dreams: A Romance	Stacpoole, H. De Vere (Henry De Vere)		1863.0	1951.0	1900.0	1919	['en']		56	{'Adventure stories', 'Castaways -- Fiction', 'Kerguelen Islands -- Fiction', 'Shipwreck survival -- Fiction'}	Vere+Stacpoole	Beach+Dreams	https://www.worldcat.org/search?q=Vere+Stacpoole+Beach+Dreams&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	0	0
PG54437	The Ship of Coral	Stacpoole, H. De Vere (Henry De Vere)		1863.0	1951.0	1900.0	1911	['en']		23	{'Sea stories', 'Caribbean Area -- Fiction', 'Shipwreck survival -- Fiction'}	Vere+Stacpoole	Ship+Coral	https://www.worldcat.org/search?q=Vere+Stacpoole+Ship+Coral&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	1	0	0	0	0	0	0
PG54473	Vanderdecken	Stacpoole, H. De Vere (Henry De Vere)		1863.0	1951.0	1900.0	1900	['en']		15	{'Friendship -- Fiction', 'Love stories', 'Adventure stories', 'Sea stories'}	Vere+Stacpoole	Vanderdecken	https://www.worldcat.org/search?q=Vere+Stacpoole+Vanderdecken&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	1	0	0	1	0	0	0	0	0	0
PG9081	The Bacillus of Beauty: A Romance of To-day	Stark, Harriet				1900.0	1900	['en']		24	{'New York (N.Y.) -- Fiction', 'Beauty, Personal -- Fiction', 'Man-woman relationships -- Fiction', 'Science fiction'}	Harriet+Stark	Bacillus+Beauty	https://www.worldcat.org/search?q=Harriet+Stark+Bacillus+Beauty&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	1	0	0	0
PG28579	The Homesteaders: A Novel of the Canadian West	Stead, Robert J. C.		1880.0	1959.0	1900.0	1900	['en']		10	{'Western stories', 'Farm life -- Manitoba -- Fiction'}	Robert+Stead	Homesteaders+Novel	https://www.worldcat.org/search?q=Robert+Stead+Homesteaders+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	1	0	0	0	0	0	0	0	0	0	0	0
PG19173	The Cow Puncher	Stead, Robert J. C.		1880.0	1959.0	1900.0	1900	['en']		38	{'Fiction'}	Robert+Stead	Puncher	https://www.worldcat.org/search?q=Robert+Stead+Puncher&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG46956	Ned, the son of Webb: What he did.	Stoddard, William O.		1835.0	1925.0	1900.0	1900	['en']		18	{'Boys -- Juvenile fiction', 'Time travel -- Juvenile fiction', 'Fantasy fiction', 'Hastings, Battle of, England, 1066 -- Juvenile fiction', 'Stamford Bridge, Battle of, England, 1066 -- Juvenile fiction'}	William+Stoddard	Webb+What	https://www.worldcat.org/search?q=William+Stoddard+Webb+What&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	1	0
PG41489	One of Clive's Heroes: A Story of the Fight for India	Strang, Herbert				1900.0	1900	['en']		18	{'India -- History -- 18th century -- Juvenile fiction', 'Adventure stories', 'British -- India -- Juvenile fiction'}	Herbert+Strang	Clive+Heroes	https://www.worldcat.org/search?q=Herbert+Strang+Clive+Heroes&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	0	0
PG40364	The Blue Raider: A Tale of Adventure in the Southern Seas	Strang, Herbert				1900.0	1900	['en']		34	{'New Guinea -- Juvenile fiction', 'Adventure stories', 'Shipwreck survival -- Juvenile fiction'}	Herbert+Strang	Blue+Raider	https://www.worldcat.org/search?q=Herbert+Strang+Blue+Raider&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	0	0
PG37903	The Girl Crusoes: A Story of the South Seas	Strang, Herbert, Mrs.				1900.0	1900	['en']		26	{'Sisters -- Juvenile fiction', 'Islands -- Juvenile fiction', 'South Pacific Ocean -- Juvenile fiction', 'Shipwrecks -- Juvenile fiction', 'Shipwreck survival -- Juvenile fiction', 'Adventure stories', 'Girls -- Juvenile fiction', 'Uncles -- Juvenile fiction'}	Herbert+Strang	Girl+Crusoes	https://www.worldcat.org/search?q=Herbert+Strang+Girl+Crusoes&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	1	0
PG34355	Marching on Niagara; Or, The Soldier Boys of the Old Frontier	Stratemeyer, Edward		1862.0	1930.0	1900.0	1900	['en']		10	{'Forbes Expedition against Fort Duquesne, Pa., 1758 -- Juvenile fiction', 'Forbes, John, 1710-1759 -- Juvenile fiction', 'War stories', 'United States -- History -- French and Indian War, 1754-1763 -- Juvenile fiction'}	Edward+Stratemeyer	Marching+Niagara	https://www.worldcat.org/search?q=Edward+Stratemeyer+Marching+Niagara&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	1	0	0	0	0	0	0	0	0
PG18742	Willie Mouse	Tabor, Alta				1900.0	1900	['en']		24	{'Animals -- Juvenile fiction', 'Mice -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Elves -- Juvenile fiction', 'Adventure stories'}	Alta+Tabor	Willie+Mouse	https://www.worldcat.org/search?q=Alta+Tabor+Willie+Mouse&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	1	0
PG48604	The Daughters of the Little Grey House	Taggart, Marion Ames		1866.0	1945.0	1900.0	1900	['en']		22	{'Families -- Juvenile fiction'}	Marion+Taggart	Daughters+Little	https://www.worldcat.org/search?q=Marion+Taggart+Daughters+Little&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG18259	Gentle Julia	Tarkington, Booth		1869.0	1946.0	1900.0	1900	['en']		23	{'Fiction'}	Booth+Tarkington	Gentle+Julia	https://www.worldcat.org/search?q=Booth+Tarkington+Gentle+Julia&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG2595	Ramsey Milholland	Tarkington, Booth		1869.0	1946.0	1900.0	1900	['en']		39	{'World War, 1914-1918 -- United States -- Fiction', 'Young men -- Fiction', 'American fiction -- 20th century', 'Bildungsromans'}	Booth+Tarkington	Ramsey+Milholland	https://www.worldcat.org/search?q=Booth+Tarkington+Ramsey+Milholland&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG114	The Tenniel Illustrations for Carroll's Alice in Wonderland	Tenniel, John		1820.0	1914.0	1900.0	1900	['en']		391	"{""Children's stories"", 'Fantasy fiction'}"	John+Tenniel	Tenniel+Illustrations	https://www.worldcat.org/search?q=John+Tenniel+Tenniel+Illustrations&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	1	0
PG56073	Captain Salt in Oz	Thompson, Ruth Plumly		1893.0	1976.0	1900.0	1900	['en']		117	{'Oz (Imaginary place) -- Juvenile fiction', 'Adventure stories', 'Fantasy fiction'}	Ruth+Thompson	Captain+Salt	https://www.worldcat.org/search?q=Ruth+Thompson+Captain+Salt&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	1	0	0	0	0
PG61681	Grampa in Oz	Thompson, Ruth Plumly		1893.0	1976.0	1900.0	1900	['en']		76	{'Oz (Imaginary place) -- Juvenile fiction', 'Fantasy fiction'}	Ruth+Thompson	Grampa	https://www.worldcat.org/search?q=Ruth+Thompson+Grampa&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG56079	Handy Mandy in Oz	Thompson, Ruth Plumly		1893.0	1976.0	1900.0	1900	['en']		59	{'Oz (Imaginary place) -- Juvenile fiction', 'Fantasy fiction'}	Ruth+Thompson	Handy+Mandy	https://www.worldcat.org/search?q=Ruth+Thompson+Handy+Mandy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG55806	Ozoplaning with the Wizard of Oz	Thompson, Ruth Plumly		1893.0	1976.0	1900.0	1900	['en']		46	{'Oz (Imaginary place) -- Juvenile fiction', 'Wizard of Oz (Fictitious character) -- Juvenile fiction', 'Fantasy fiction'}	Ruth+Thompson	Ozoplaning+with	https://www.worldcat.org/search?q=Ruth+Thompson+Ozoplaning+with&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG36467	A Butterfly on the Wheel: A Novel	Thorne, Guy		1875.0	1923.0	1900.0	1900	['en']		12	{'Fiction'}	Guy+Thorne	Butterfly+Wheel	https://www.worldcat.org/search?q=Guy+Thorne+Butterfly+Wheel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG39056	Bruce of the Circle A	Titus, Harold		1888.0	1967.0	1900.0	1900	['en']		28	{'Ranch life -- Fiction', 'Western stories'}	Harold+Titus	Bruce+Circle	https://www.worldcat.org/search?q=Harold+Titus+Bruce+Circle&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	1	0	0	0	0	0	0	0	0	0	0	0
PG36523	The Last Straw	Titus, Harold		1888.0	1967.0	1900.0	1900	['en']		18	{'Ranch life -- Fiction', 'Western stories'}	Harold+Titus	Last+Straw	https://www.worldcat.org/search?q=Harold+Titus+Last+Straw&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	1	0	0	0	0	0	0	0	0	0	0	0
PG8596	The Wheel O' Fortune	Tracy, Louis		1863.0	1928.0	1900.0	1900	['en']		26	{'Fiction'}	Louis+Tracy	Wheel+Fortune	https://www.worldcat.org/search?q=Louis+Tracy+Wheel+Fortune&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG3608	The Ragged Trousered Philanthropists	Tressell, Robert		1870.0	1911.0	2002.0	1900	['en']		265	{'Social classes -- Fiction', 'Socialists -- Fiction', 'Political fiction', 'England -- Fiction', 'Working class families -- Fiction', 'Working class -- Fiction', 'Social conflict -- Fiction', 'Capitalism -- Fiction', 'Labor movement -- Fiction'}	Robert+Tressell	Ragged+Trousered	https://www.worldcat.org/search?q=Robert+Tressell+Ragged+Trousered&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG24509	In the Mist of the Mountains	Turner, Ethel Sybil		1870.0	1958.0	1900.0	1900	['en']		21	{'Mountains -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Australia -- Juvenile fiction', 'Domestic fiction'}	Ethel+Turner	Mist+Mountains	https://www.worldcat.org/search?q=Ethel+Turner+Mist+Mountains&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG45683	The Wonder-Child: An Australian Story	Turner, Ethel Sybil		1870.0	1958.0	1900.0	1900	['en']		28	{'Musicians -- Juvenile fiction', 'Poor -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Australia -- Juvenile fiction', 'Families -- Juvenile fiction', 'Gifted children -- Juvenile fiction'}	Ethel+Turner	Wonder+Child	https://www.worldcat.org/search?q=Ethel+Turner+Wonder+Child&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG60741	Jenny: A Novel	Undset, Sigrid		1882.0	1949.0	1900.0	1900	['en']		41	{'Illegitimate children -- Fiction', 'Adultery -- Fiction', 'Artists -- Fiction', 'Painters -- Fiction', 'Young women -- Fiction'}	Sigrid+Undset	Jenny+Novel	https://www.worldcat.org/search?q=Sigrid+Undset+Jenny+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG47047	Brothers: The True History of a Fight Against Odds	Vachell, Horace Annesley		1861.0	1955.0	1900.0	1900	['en']		19	{'Man-woman relationships -- Fiction', 'Mate selection -- Fiction', 'Brothers -- Fiction', 'Clergy -- England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction'}	Horace+Vachell	Brothers+True	https://www.worldcat.org/search?q=Horace+Vachell+Brothers+True&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG21120	The Fortunes of the Farrells	Vaizey, George de Horne, Mrs.		1857.0	1917.0	1900.0	1907	['en']	0.0	17	{'Uncles -- Fiction', 'Young women -- Fiction', 'Love stories', 'Families -- Juvenile fiction', 'Inheritance and succession -- Fiction'}	George+Vaizey	Fortunes+Farrells	https://www.worldcat.org/search?q=George+Vaizey+Fortunes+Farrells&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	1	0	0	0	0	0	1	0	1	0
PG21098	The Independence of Claire	Vaizey, George de Horne, Mrs.		1857.0	1917.0	1900.0	1915	['en']	0.0	17	{'Teachers -- Fiction', 'Love stories', 'Mothers and daughters -- Fiction', 'Young women -- Fiction'}	George+Vaizey	Independence+Claire	https://www.worldcat.org/search?q=George+Vaizey+Independence+Claire&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	1	0	0	0	0	0	1	0	0	0
PG21103	Sisters Three	Vaizey, George de Horne, Mrs.		1857.0	1917.0	1900.0	1900	['en']	0.0	11	{'Domestic fiction'}	George+Vaizey	Sisters+Three	https://www.worldcat.org/search?q=George+Vaizey+Sisters+Three&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG21101	Pixie O'Shaughnessy	Vaizey, George de Horne, Mrs.		1857.0	1917.0	1900.0	1902	['en']	0.0	22	{'Ireland -- Juvenile fiction', 'Girls -- Juvenile fiction'}	George+Vaizey	Pixie+Shaughnessy	https://www.worldcat.org/search?q=George+Vaizey+Pixie+Shaughnessy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG21099	More About Peggy	Vaizey, George de Horne, Mrs.		1857.0	1917.0	1900.0	1901	['en']	0.0	8	{'Great Britain -- Social life and customs -- Juvenile fiction', 'Love stories', 'Women -- Juvenile fiction'}	George+Vaizey	More+About	https://www.worldcat.org/search?q=George+Vaizey+More+About&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	1	0	0	0	0	0	0	0	0	0
PG21117	Betty Trevor	Vaizey, George de Horne, Mrs.		1857.0	1917.0	1900.0	1912	['en']	0.0	27	{'England -- Fiction', 'Young women -- Fiction', 'Family -- England -- Fiction', 'Domestic fiction'}	George+Vaizey	Betty+Trevor	https://www.worldcat.org/search?q=George+Vaizey+Betty+Trevor&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG21118	Etheldreda the Ready: A School Story	Vaizey, George de Horne, Mrs.		1857.0	1917.0	1900.0	1910	['en']	0.0	27	{'Schools -- Juvenile fiction', 'Girls -- Conduct of life -- Juvenile fiction'}	George+Vaizey	Etheldreda+Ready	https://www.worldcat.org/search?q=George+Vaizey+Etheldreda+Ready&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
