,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,directspeech_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
PG1960,4.015813659477583,4.760578253926777,6.407759864758315,89.80683956585193,8.818927692845458,28.986526179891044,8.917515318312986,2.0841827104567763,3.22618587518812,4.157867672266026,1.2247743115072562,13.214043035107588,2649.0,0.12144326362701406,0.3733484333710834,145542,42872,35004,4251,2649,1,5521,3092,5699,1458,369,193,895,234,350,48,145,66
PG19614,5.309286089638228,6.527403371740746,7.28632787397272,85.41830713634332,9.540675189987814,32.66024831871823,9.147626374052638,2.6653353303378267,3.3862875390021503,4.241833882608152,1.2437424387801927,15.956731569312698,6009.0,0.08226607150306621,0.25012481278082876,406724,119255,95884,7888,6009,1,16016,7570,15757,3695,1423,264,2500,498,670,190,333,132
PG1963,3.9488518274408015,4.735120779660182,6.168116098291762,91.09116564971936,8.68478100550689,28.050076158018847,8.74347405411416,1.9657248726262158,3.159450466700208,4.10452819956616,1.204175704989154,13.665585919407134,2159.0,0.13567651843817788,0.2774432607688745,121100,35528,29504,4003,2159,1,4244,2374,4637,1124,321,270,794,222,264,48,134,42
PG19649,5.134207332116773,6.608815016150242,7.1748719464404545,87.41633689239569,9.77707949817956,32.998001932178894,9.295682037838532,2.722013523666416,4.5496169029024,4.2148461697295065,1.21512148117558,16.373779113448535,5324.0,0.10680936976621469,0.36476333583771603,367425,105927,87174,9311,5324,1,14492,7034,20634,3132,1357,274,1331,396,728,139,496,161
PG1965,5.474416750237626,6.754972227525862,7.408170518953778,84.80075141969368,9.929592851361742,34.12270906351317,9.46073398174714,2.9047100462836917,4.488397840517348,4.256394599929739,1.2472271944058753,16.274707323713585,7346.0,0.08758385332151161,0.37353661856792814,508869,149111,119554,10471,7346,1,21338,10221,27872,4160,1659,601,1819,716,1201,127,528,193
PG19651,4.505653529852637,5.7980448280764705,7.312088564433392,87.79230064351023,8.231829291302214,29.223306607341065,8.245136229229722,2.1319025801784424,3.8123112140379196,4.2888907952303335,1.2385004718195076,14.054738365083193,4147.0,0.11555288667753282,0.2799614178924524,249978,72186,58285,6735,4147,1,8841,3803,11499,2110,878,422,625,375,540,83,407,102
PG1966,4.217112368102093,5.554500149331471,6.499700514597489,91.72860695978493,8.171138444358766,29.156347835372937,7.91176501270874,2.122473867595819,3.526895050805054,4.125869447360225,1.1793916463843679,15.103310104529617,5740.0,0.12010196901710635,0.2874564459930314,357684,102245,86693,10412,5740,1,12183,4616,15251,3176,983,370,1661,543,441,102,748,105
PG19707,7.1448697546938895,8.56914706833389,8.386539811564852,77.17169977706263,11.511606472105528,37.50202182597637,10.516860933544205,3.5159914712153517,4.092363631007629,4.382465378870351,1.3081217246006227,18.715470267709073,4221.0,0.11652193726423454,0.5425254678986022,346206,103339,78998,9205,4221,1,14841,7950,15830,2868,1176,132,803,270,826,81,315,80
PG19709,3.767298945242022,4.64005798748245,6.881094499901568,89.02896091280758,7.448900034117158,27.308315368594073,7.917826961822845,1.8291212613030374,3.5283249815585584,4.284836791747057,1.251210772925936,11.776953396707627,4313.0,0.10274835610505177,0.5729190818455832,217644,63554,50794,5219,4313,1,7889,3477,9471,1097,416,104,723,170,493,50,183,83
PG1970,3.6372173095130194,4.364184212712505,6.248383033743966,91.17688259982049,7.97318186330523,26.84161242266656,8.285354636915232,1.7919351689123217,3.0349612258664744,4.153830480847596,1.2176352579775562,12.459285295840656,10242.0,0.07327126825904332,0.391427455575083,530062,155380,127608,9350,10242,1,18353,9537,19533,4440,1506,817,3135,884,948,158,482,196
PG19714,7.700724648361653,9.360141098402195,7.895608057102823,77.97128097335055,11.81764068141234,38.250059422941476,10.230327444966761,3.605826906598115,3.647133360574567,4.2652226137091604,1.2664397821909033,21.401885175664095,5835.0,0.06167520819987188,0.38817480719794345,532641,158153,124880,7702,5835,1,21040,10168,20449,5361,2583,78,1347,434,1030,71,743,221
PG19717,9.979540649676192,11.97782527109134,8.693521885910716,69.34500185982233,14.461867959578544,43.329228870563895,11.969986209084762,4.528150991682661,4.167826371694778,4.361363551599388,1.3164588435670153,25.731605886116444,3126.0,0.09700759600681279,0.30806142034548945,350815,105892,80437,7803,3126,1,14155,8384,14730,3225,1508,135,1200,203,1005,65,142,88
PG19718,8.536637568746727,10.291660308300465,7.96975895906731,75.41076335517853,13.055291119159874,39.514872573736,11.071685187735676,3.775995575221239,3.8472517458988005,4.258410583465706,1.273584011000735,23.329092920353983,3616.0,0.09099314824912871,0.4424778761061947,359231,107437,84358,7676,3616,1,13654,7853,14372,3040,1552,140,1181,216,1068,74,150,106
PG19726,4.105965848358874,5.339918375706411,6.802598883062036,90.42278952325604,8.194614456735081,29.52742561924689,8.236006689465711,2.1726001271455817,3.8156917917310613,4.205634574553092,1.2089906623136457,13.922759059122695,3146.0,0.1384443277550741,0.303560076287349,184211,52955,43801,6064,3146,1,6835,2875,8669,1193,486,209,1094,228,260,65,274,62
PG19736,2.194884636814777,3.329361429593188,4.428200526360655,103.6088079204805,6.58704094864408,21.71416078272557,6.4047169658672285,1.1016850668216154,2.0874417585337115,3.809487277841708,1.0565997528022844,13.63335270191749,3442.0,0.06751054852320675,0.6804183614177803,178764,49582,46926,3168,3442,1,3792,1330,4194,1390,705,206,470,195,61,39,129,38
PG19742,6.132310122319815,7.716671641833759,6.9004456272585095,85.81485140086708,10.416865510572993,33.97098661569724,9.188826250698558,2.822228998322915,3.276591909936003,4.1190066484161125,1.1966366836136098,19.49230065558774,6559.0,0.07728588189284318,0.3640798902271688,526615,152990,127850,9881,6559,1,18511,8374,18702,4393,2273,545,2179,574,634,131,270,204
PG19743,6.278853349671621,7.893877587288625,6.924267931301703,85.40610515665682,10.820748349157478,33.09251639665525,9.548047272044016,2.6284615384615386,3.426137055132403,4.11837185423407,1.1971443516670863,19.85269230769231,2600.0,0.09613111959238235,0.541923076923077,212578,61793,51617,4962,2600,1,6834,3716,7981,1527,1169,79,465,187,311,71,107,71
PG19746,7.362513517904656,8.838536743733634,7.873282543949799,78.38162552667784,11.94308003294914,36.72217370553436,10.635445207243286,3.3348224782506466,4.1851569985532855,4.274544146986498,1.275158910592493,20.270867622854457,4253.0,0.10614531619728113,0.35739478015518455,368517,109934,86212,9151,4253,1,14183,8265,17361,2861,1318,216,1020,373,983,119,565,112
PG19752,5.888043924441114,7.135243509043001,7.327298409655743,83.74057614392278,10.266633678318861,33.893607869941675,9.5804901789425,2.870360408821947,3.506207515633921,4.223570763982218,1.2469244288224957,17.344450421373498,5577.0,0.08217719425204177,0.4434283665052896,408546,120615,96730,7949,5577,1,16008,8050,16209,3218,1992,355,1347,431,1145,92,327,100
PG1975,4.5125591752209395,5.109192541498963,6.575850986268051,87.2755334155124,9.247998355692511,30.327195616916853,9.21248618037857,2.2805450589717164,3.313956090039403,4.170487094122824,1.247756311800015,13.79239665636093,8733.0,0.0680703036139777,0.3134089087369747,502331,150291,120449,8199,8733,1,19916,11235,20061,4361,1972,275,2974,696,1393,340,626,314
PG19764,3.790440014407679,5.106520838839408,6.609500453059674,92.31193195925083,7.963476539671193,27.868728271586626,8.048535834573324,1.9411764705882353,3.4700306826008265,4.178313514687517,1.1891730466416897,13.713328369322413,1343.0,0.19080197643481567,0.3648548026805659,76952,21901,18417,3514,1343,1,2607,1141,3254,490,153,8,446,62,112,21,151,36
PG19766,3.751871119055668,5.018667974359278,6.2130031350372725,93.66733381298184,7.618301880876499,26.498861440642763,7.506054454727683,1.7440329218106996,2.8642463879927345,4.0953576150058435,1.1658843139884658,14.319067215363512,3645.0,0.10183357921560363,0.4071330589849108,213749,60851,52193,5315,3645,1,6357,2467,7120,1548,545,111,932,154,154,79,211,41
PG1976,4.2639675250123545,4.957039949622125,7.09162873633597,86.25603932994143,8.511021310179368,29.581192825053108,8.762431273245271,2.1215039442680053,3.331761719302767,4.3051738448768795,1.2786800030182859,12.219342280504046,9761.0,0.07704174456918163,0.47833213810060443,513491,152512,119273,9189,9761,1,20708,10804,20589,4511,1730,110,2313,426,1093,119,747,158
PG19772,7.881936820978229,10.662515816571407,7.595183540337711,82.70790152275406,11.942545486277762,35.95392469130416,9.137949055234262,2.7674418604651163,3.155228360748724,4.181988742964353,1.1697936210131332,24.790697674418606,43.0,0.4099437148217636,0.16279069767441862,4458,1247,1066,437,43,1,119,54,130,31,10,2,6,4,2,2,7,1
PG19781,10.242047895341539,12.07916732568146,10.547663549881367,62.09824211493078,14.623000026547913,46.73621531920506,12.711720106057301,5.456478733926805,5.033231323695085,4.702627397200636,1.4382550773852283,22.719584569732937,2022.0,0.1570560961274734,0.26607319485657766,216034,66072,45939,7215,2022,1,11033,6357,11365,1674,582,95,460,205,827,46,349,45
PG19798,7.493177873859171,9.047947405645875,7.594501624172008,79.17695048898433,11.599747000420706,37.19153458397789,10.03058075438613,3.3879277201076508,3.4748672525861375,4.215767184276252,1.2540902016143627,21.24336793540946,5202.0,0.08211170232019402,0.580161476355248,465876,138587,110508,9074,5202,1,17624,8571,16945,4745,1853,427,1118,381,852,114,165,134
PG19801,9.56251983396351,12.270678265681788,6.982765218931576,78.65738590720159,13.517951521810184,41.93923144862068,9.296684937808955,3.706389088298636,3.642262665259416,4.046703768172792,1.1637941601902473,29.281407035175878,1393.0,0.10399862708083062,0.3826274228284279,165061,47470,40789,4242,1393,1,5163,1841,5657,1360,534,182,243,131,149,19,148,18
PG19805,4.4205401991327875,5.845284198300114,7.053945212910989,89.57649027873387,8.058761440436399,29.22869991223775,7.8971727440387225,2.135693215339233,3.167317693674258,4.228949478748998,1.2095028067361668,14.71386430678466,339.0,0.26764234161988776,0.15634218289085547,21094,6033,4988,1335,339,1,724,271,770,192,44,20,93,31,5,8,39,8
PG19806,5.173519493357521,6.634262144322456,6.820602748107582,88.46023847776985,9.41698311691534,31.837062858228528,8.743846290717798,2.519606261094078,3.3686177568759867,4.141231700304484,1.1938518679122558,17.118121671776667,6197.0,0.09542707930732176,0.30208165241245766,439306,126645,106081,10123,6197,1,15614,6815,16927,3605,1729,540,2150,647,599,165,425,217
PG19810,5.196466853099498,6.577201182825462,6.773481472210239,88.21359350927561,9.144019502487001,30.97528219500573,8.444632787119751,2.373567921440262,3.123462483115214,4.134011600038347,1.1973204870098744,17.07201309328969,4888.0,0.0945618828491995,0.24979541734860883,344975,99914,83448,7891,4888,1,11602,4830,12032,2671,814,100,1968,363,341,176,387,247
PG19816,3.229848648867293,4.701113697030287,6.055998342874773,96.5114832222646,7.472915108700673,25.583854506728873,7.491493736134467,1.6258751902587518,2.6100252684591614,4.081487847336991,1.1383177981974835,13.814611872146118,3285.0,0.09761794583636324,0.5372907153729072,185222,51658,45381,4430,3285,1,5341,2209,5532,1652,601,317,562,276,169,67,200,44
PG19818,4.393252451297641,5.502992921950131,5.155276443821958,94.91134182835077,8.929101985586422,28.10845945958009,7.9938904328548865,1.8495401778983869,3.2034965094254355,3.8499691611842106,1.1118249725877194,17.599276345545004,6633.0,0.08049787554824561,0.5005276647067692,449430,129790,116736,9397,6633,1,12268,5514,17230,3524,1416,135,2443,231,490,117,290,147
PG19851,4.206400191625065,5.165754043633708,6.01829295642888,91.79138076942445,8.898489949985992,28.9510518719748,8.69063142769867,2.091565643538819,3.0061437234693438,4.044169158479282,1.1787441264416916,15.095434614392572,3877.0,0.1026228107646305,0.4601496002063451,236685,68986,58525,6006,3877,1,8109,4185,8367,1989,712,264,1143,310,410,64,126,100
PG19855,6.341221309615388,7.542684150584087,8.008317133818043,79.90552429979743,10.288470029764518,34.96464661357085,9.666301298921772,3.054136484940907,3.54901362079576,4.345002968755251,1.2962033541332916,17.01544033549371,5246.0,0.09893236839451956,0.5379336637438048,387848,115703,89263,8831,5246,1,16022,7771,15292,3122,1423,68,647,218,953,119,218,95
PG19859,6.959751946828632,8.57414206386914,7.240028763721625,82.243838153486,11.537896376693277,36.021854566678,10.080250875245763,3.16513470681458,3.681591950758687,4.160320336170278,1.2229411854265313,20.818066561014263,3155.0,0.11336611805544983,0.4041204437400951,273254,80324,65681,7446,3155,1,9986,5272,11019,2342,705,266,1083,327,605,63,171,87
PG19861,5.343642429950162,6.351625390970241,7.910372128889204,82.13123032611612,9.439087270142933,33.357607926059636,9.321569081291987,2.722809667673716,3.9362497508781016,4.3857488648209335,1.3030795597095355,14.249496475327291,3972.0,0.1555504514214032,0.5566465256797583,248229,73753,56599,8804,3972,1,10815,5291,11576,1804,861,337,906,270,614,74,200,58
PG19867,4.279011319117071,5.533941674464099,6.701153805946795,90.459908591393,8.61957384955931,29.50253860070027,8.50850848852882,2.1758760107816713,3.4522999549150875,4.170671085335543,1.19994476663905,14.640161725067385,1484.0,0.16477952683420785,0.5411051212938005,90612,26070,21726,3580,1484,1,3229,1501,3751,639,233,27,237,64,161,33,132,53
PG19874,9.397614920741422,11.030005463262299,7.332479624603852,74.06310750559051,13.460414253042963,40.35405147857776,10.711524695688228,3.727595385980479,4.060459573204556,4.127585619355938,1.257011415914125,26.03815439219166,1127.0,0.1355597205656841,0.012422360248447204,121124,36887,29345,3978,1127,1,4201,2234,5146,852,373,609,67,69,308,26,14,0
PG1987,8.882728635501845,10.986671496513985,8.315954720388778,74.55350371187974,13.276170707638926,41.009665471516215,11.067424206853966,4.06489898989899,4.205103950587821,4.309175573473342,1.2727774652582453,24.240909090909092,3960.0,0.08280725878700752,0.15833333333333333,413655,122179,95994,7949,3960,1,16097,8591,18255,3390,1015,227,936,585,1161,84,706,234
PG19889,5.084474265057988,6.465219903223151,5.409047172821449,93.09598483955342,9.23764208372728,28.44085267924088,7.655781414331506,1.7578034682080925,2.4970931370853506,3.8670925754545182,1.112129444427859,19.36242774566474,1730.0,0.08815714840134938,0.7884393063583816,129536,37253,33497,2953,1730,1,3041,1250,3260,1152,710,89,228,94,63,42,41,13
PG19896,5.092594982089995,6.79144418333242,6.696181325380714,90.12475256958759,9.205090372046646,30.76377426381778,8.301917449234537,2.3110328638497655,3.14442833700997,4.1099757227985,1.1668726550430368,17.726917057902973,2556.0,0.13169278305009932,0.33528951486697967,186223,52871,45310,5967,2556,1,5907,2395,6500,1470,573,292,581,311,176,90,212,76
PG19928,6.720033954449335,8.880273634663201,7.673677416287656,83.79746321848955,10.788351265518445,35.55304150174351,9.23153008603142,3.073087431693989,3.705962662586406,4.235152593764419,1.2056884846087932,20.725409836065573,1464.0,0.1397732515984444,0.3326502732240437,128503,36583,30342,4241,1464,1,4499,1895,5146,857,450,65,296,99,190,31,129,24
PG19951,4.246018500106292,5.384897624419622,5.899977572466472,92.9012457121918,8.482227438948298,27.959518166460235,8.037578676056189,1.9183017591339648,3.193620621046627,4.007616835870503,1.1562356851423763,15.878044654939107,5912.0,0.07775564338294041,0.5194519621109608,376199,108537,93871,7299,5912,1,11341,5001,14304,3331,1111,266,1119,517,514,154,327,203
PG19963,4.1751453313253,5.226082435993977,5.931427733281254,92.59655045180725,8.349924698795181,28.42168674698795,8.022839402434702,2.004819277108434,3.3455937876506026,4.02234375,1.1653125,15.421686746987952,415.0,0.24109375,0.2457831325301205,25743,7458,6400,1543,415,1,832,349,1046,182,106,26,196,25,55,4,38,5
PG19964,5.743290800225747,7.611711375964397,8.18822171329391,83.87188612792883,9.64497311208548,34.32071254364904,9.062445608271199,2.9437229437229435,3.746182374306931,4.378760606839805,1.2514785291848805,16.835497835497836,231.0,0.2993057341218822,0.1471861471861472,17029,4867,3889,1164,231,1,680,283,717,162,59,14,51,36,26,6,16,13
PG19966,5.583131483444319,6.654685007906782,7.545599246847587,83.10202026240157,9.666343908824338,32.79567791667552,9.304448440031125,2.6848045143087464,3.81830309045732,4.28989436529657,1.273499245466404,15.758565094719872,2481.0,0.18203442719390234,0.3853284965739621,167722,49790,39097,7117,2481,1,6661,3287,7519,1271,402,104,659,130,366,63,220,51
PG19969,3.0619690908665156,4.188978776667579,5.545454819709462,97.22282012102592,7.841629762988967,25.61983104484206,7.963491869773439,1.6356350184956843,2.9157051390190296,4.002094813060704,1.1332255567193406,13.538224414303329,3244.0,0.10594744751582495,0.6353267570900123,175764,49769,43918,4653,3244,1,5306,2664,6242,1616,692,181,522,200,159,34,181,28
PG19970,5.124721053297161,6.52756169109265,7.627877032558587,85.53240441977027,9.121218308471668,30.748304013135815,8.872871661465215,2.36355277675616,3.6566981902899665,4.313934593950482,1.2505386309745912,15.277859507171755,5438.0,0.10023952528255557,0.2896285399043766,358406,103896,83081,8328,5438,1,12853,6252,15253,3130,996,253,1474,364,639,66,686,107
PG19977,5.356288480184897,6.66971333815933,7.588166438881906,84.64435423946162,9.19602409749548,33.42736282891457,8.857251557534385,2.7834256805589015,3.7541039459844994,4.29809255113619,1.2558342788800638,15.711394844615755,4151.0,0.12212886013063878,0.4895205974463985,280313,81903,65218,7965,4151,1,11554,4747,12287,1965,777,189,806,390,461,47,381,107
PG1999,5.1640110262057455,6.216276936059568,7.494103245881739,84.33006304720605,9.831665901410496,33.0519612357734,9.593772794889315,2.6999273431823685,4.793635825565018,4.302717070289427,1.2709522871956422,14.760959069992735,4129.0,0.1430399684977358,0.3526277549043352,262242,77462,60948,8718,4129,1,11148,5984,15677,2070,712,186,937,370,600,88,365,67
PG20010,4.463795630386965,5.803135221974529,6.983617415805554,89.33102725516491,8.892248855088836,30.960067730318006,8.7533808886688,2.390987408880053,3.59619712921441,4.2161470033246475,1.211968730344146,14.750165672630882,1509.0,0.17274687752718124,0.42677269715043076,93843,26976,22258,3845,1509,1,3608,1665,4038,683,263,102,317,93,190,34,67,48
PG20015,7.841523159711706,9.39197370832585,9.089062097867707,73.24332297828985,11.86608491208371,39.249435747499376,10.744458961657502,3.8503308680420396,4.501327114047391,4.493611189487686,1.347373936877746,19.314130011677694,5138.0,0.11900923052118183,0.3172440638380693,445928,133708,99236,11810,5138,1,19783,10272,22269,2422,962,229,1337,440,1106,135,687,112
PG20022,21.150637798120936,26.179427408305223,5.419164361830358,51.07033184774755,24.930959783787042,66.18621642375331,8.852313936797973,3.4738617200674535,5.577279693993164,3.6921875,1.1160714285714286,60.438448566610454,593.0,0.08275669642857143,0.006745362563237774,132328,40000,35840,2966,593,1,2060,677,5855,947,215,1,21,1,14,1,0,1
PG20052,6.590496095462193,8.44516832091329,6.242579602847215,87.54924511928519,11.17184143199905,34.348970361715274,9.132692073660941,2.6858513189448443,3.1758861402932768,3.974513621000585,1.1423248259306589,22.310418332001067,3753.0,0.08280087422818311,0.43591793232081,332790,95648,83731,6933,3753,1,10080,4705,10973,2634,1231,240,1120,289,274,77,95,107
PG20053,3.030521728830113,4.221874703646655,5.68992112692283,97.0479509979269,7.541259352714171,26.362721952240413,7.703799432284234,1.7373082739252539,2.9483448869384787,4.032939572921399,1.1379892256766404,13.31345863037373,4629.0,0.09242552086713832,0.6681788723266364,248542,70132,61628,5696,4629,1,8042,3414,8930,1962,757,228,512,255,287,61,266,94
PG20058,5.880144327812225,7.236159094123487,7.730387795340626,82.85302655782905,10.037959473518521,33.755417066214825,9.462944071457361,2.8485302939412116,3.690381531879286,4.301271874275317,1.2637756649244547,16.814337132573485,3334.0,0.12884639397777342,0.38452309538092383,241125,70846,56059,7223,3334,1,9497,4642,10141,2047,699,262,714,257,485,99,291,90
PG2005,3.585454464936081,4.326893806759873,6.35441678443345,90.91297862766241,8.088329019901195,28.143796645637956,8.429115503144146,1.9414079580236117,3.2723714913396007,4.183761455736599,1.2250322145549575,12.102754700480979,6861.0,0.10603706781314354,0.4435213525725113,347407,101723,83037,8805,6861,1,13320,6741,14052,2923,1141,181,1948,288,765,170,410,108
PG20070,4.2574368705307855,5.532121738912863,7.0756674220025,89.21149130525697,8.102155488471178,30.527060027696137,8.158395346732497,2.309840425531915,3.3685138774793253,4.253911874820005,1.2241528271095325,13.852393617021276,752.0,0.23279255063837956,0.4747340425531915,44313,12752,10417,2425,752,1,1737,667,1769,313,91,28,204,35,43,13,51,3
PG20071,3.3215755767624735,4.32414846474467,5.567844492849002,95.92045149125863,7.546491955860339,25.239864906627105,7.564769040960617,1.5774468857817323,3.2034659319605012,3.997483056513247,1.144855341294915,13.852006537134557,5507.0,0.08636262338922171,0.525331396404576,304940,87333,76283,6588,5507,1,8687,3825,12157,2399,1063,235,1356,329,321,145,274,78
PG20080,7.897796555742403,10.285968395631986,7.7043049834302195,80.79698543898803,11.929133493057988,37.2765198303252,9.565118063964917,3.2093023255813953,3.914318762733367,4.209159558863476,1.204487423262889,23.781653746770026,774.0,0.17042429510512305,0.5116279069767442,77478,22171,18407,3137,774,1,2484,1112,3188,639,215,51,102,47,82,18,55,4
PG20081,9.366367502139365,11.373417385196575,8.34522463880203,72.48988065332881,13.70527445326607,41.94224803893319,11.326843938980446,4.2332099418297195,4.05264978542705,4.307616733572787,1.2877139235157407,25.029085140137493,3782.0,0.10238749207690682,0.37652035959809627,407759,121895,94660,9692,3782,1,16010,8741,16853,3860,2119,200,1127,314,1043,99,221,114
PG20082,8.382330327164102,10.756675841708692,8.591839312782945,76.38710555223764,12.338091023189982,40.054215952081464,10.276533008149073,3.9065849923430322,4.266534365976717,4.364885998847642,1.2629187587455757,23.256125574272588,2612.0,0.11851181167174253,0.3552833078101072,265145,76716,60745,7199,2612,1,10204,4610,11976,1828,649,173,472,234,435,68,264,29
PG20084,6.157054454952114,8.32377015989388,7.056285884364531,87.585488884231,10.455614066919653,34.125740216877055,8.856133783606492,2.787288863441168,3.7099366994595657,4.131795235512537,1.162585005632275,20.586029201259663,3493.0,0.09620760148525179,0.2565130260521042,297105,83598,71907,6918,3493,1,9736,3993,12245,2295,811,76,1211,182,398,49,427,73
PG20085,6.875635773190954,8.230566037174043,7.800677260942468,79.63916126623657,11.605034583282881,35.666028399218206,10.551530587801718,3.166143927513504,3.8536597073798453,4.278562200496615,1.275336955625395,19.01707614566998,11478.0,0.06609919460504494,0.5379857117964802,933916,278378,218278,14428,11478,1,36341,21818,40233,6938,3606,468,3259,633,2793,260,473,233
PG20101,8.800069551821796,10.990281137727656,8.775772640437573,73.7286883672621,12.984495737657177,41.51099758288646,10.96337491813808,4.235568419360026,4.249293136227214,4.394424059531566,1.2920750317204486,23.445087634667953,6219.0,0.08242515688762388,0.3730503296349896,640729,188391,145805,12018,6219,1,26341,13146,28500,4749,1704,373,1372,418,1423,146,471,99
PG20112,4.125513669098545,5.338700992352763,5.972902200431619,93.30449962377587,8.053345831198998,26.985266385388915,7.599096149599226,1.7752808988764044,2.9215139029409896,4.025267511914397,1.1545724305368221,15.61938202247191,712.0,0.20079129574678536,0.42837078651685395,44765,12840,11121,2233,712,1,1264,502,1512,399,179,53,199,62,37,24,23,16
PG20119,4.710102020177612,6.347053646795967,7.11841887223509,89.5131459217267,8.821939332033915,31.084633525325547,8.433393151024802,2.4147267206477734,3.430425947107525,4.215523436876148,1.196694082887487,15.843876518218623,3952.0,0.12383614149964066,0.5425101214574899,263955,74931,62615,7754,3952,1,9543,3889,10487,1437,636,354,610,343,480,81,229,122
PG2011,4.564923155091503,5.518794825473222,5.266236905293418,93.3726256910179,9.125273918098385,28.453851286827273,8.306760652165737,1.9216882786676837,2.984565131037231,3.8716770258834514,1.1320873092299162,17.426392067124333,3933.0,0.08806793311739473,0.459954233409611,265357,77591,68538,6036,3933,1,7558,3692,9203,2322,1171,224,1313,326,311,117,244,111
PG20121,5.663498710481935,6.863714816074662,7.8862385307506955,82.24411223937149,9.731154962167365,33.676733461720715,9.391063865224385,2.8199802176063304,3.608511110312558,4.35106517879787,1.2855376616789247,15.600395647873393,2022.0,0.15346817144306366,0.4391691394658754,137250,40551,31544,4841,2022,1,5702,2753,5663,1057,357,76,570,113,387,26,131,45
PG20127,8.053967016948235,9.627314385646926,7.942929201184157,76.34724101224086,12.463268442987287,38.55826891381166,10.796198549645073,3.647531572904707,4.257740592225939,4.267797261422384,1.2795165572167109,21.911978568694988,2613.0,0.14670951515998323,0.2564102564102564,244357,73260,57256,8400,2613,1,9531,5294,11498,2397,973,87,888,190,559,102,255,79
PG2013,5.53826098379329,6.944431096044848,7.247726701076548,85.70922899468962,10.341040099339228,33.95201980482969,9.711605946376666,2.881805884342239,4.296244719701107,4.215190752592152,1.2272858064196062,17.041765302671628,5914.0,0.07463412214119164,0.3227933716604667,424828,123692,100785,7522,5914,1,17043,8880,22027,3463,1707,365,1497,639,998,123,546,204
PG20131,4.205729743608281,4.95237560839044,7.098310811677738,86.62123676103973,8.503521511108827,29.888577695258334,8.7588762365569,2.1574542623588946,3.5454564336311662,4.307302976114446,1.2747158002299144,12.189957181782795,5138.0,0.11708072550772768,0.4133904242896069,269775,79838,62632,7333,5138,1,11085,5680,11665,2254,845,101,1382,328,530,185,458,120
PG20132,3.6517343481671034,4.641007924018009,6.349891390417909,92.05702763956128,8.24775927402642,28.270872353310573,8.44944368056306,1.985481742190937,3.290224854875138,4.15394238571815,1.2006018393291857,13.011878574571051,2273.0,0.14572626453881526,0.4791025076990761,122857,35509,29576,4310,2273,1,4513,2250,4954,1107,404,39,396,150,178,52,261,66
PG20133,1.8925075204396684,2.835168539118719,4.219606763762577,104.17383814106022,6.222495008791569,20.246277502647608,6.283780867112905,0.9566433566433566,2.0797403850003517,3.8000966565616623,1.0607178946443478,12.733426573426573,3575.0,0.06579236413162866,0.6243356643356643,172988,48286,45522,2995,3575,1,3420,1285,4175,1298,606,214,546,217,59,32,144,30
PG20134,2.7248124901128,4.0920454227428635,4.923951639741485,101.51901733717393,7.26586945459486,23.38907519480003,6.954223772015421,1.2836017088399605,2.243902259641589,3.8695250748755825,1.0697862949534984,14.59316464015774,3043.0,0.07399734276127637,0.6723627998685507,171834,47506,44407,3286,3043,1,3906,1586,4275,1532,672,163,438,152,51,25,135,58
PG2014,4.598414342849832,6.035820775748103,6.24410998777109,92.00055694073724,9.47740105548909,31.619603718306173,8.896643371268489,2.4898736715460195,4.144095218221815,4.048915639629311,1.1559305436132608,16.79085622618809,4987.0,0.07952374128212478,0.43573290555444155,339040,96793,83736,6659,4987,1,12417,5780,17560,2666,917,590,1224,460,455,124,201,130
PG20147,3.433464560473759,4.396833667067458,6.885593417106559,90.03564810370548,7.564320075844333,27.951195811103304,8.109515645578341,1.8645345284171928,3.6405826053721735,4.315848937785927,1.2486525532033117,10.998370340191485,4909.0,0.09657165083069401,0.31045019352210224,233017,67416,53991,5214,4909,1,9153,4272,10583,1619,786,128,1224,261,555,81,735,122
PG20152,3.6380009068027377,4.593626870278783,6.644661847306587,90.71583544717444,8.124368744633214,29.136883591984834,8.448079752959375,2.0664694623281714,3.174375412987668,4.229688881284399,1.226152793224399,12.203584478858534,5747.0,0.09591638862748453,0.5199234383156429,296645,85995,70134,6727,5747,1,11876,5686,11411,2144,792,170,1618,271,642,157,294,145
PG20154,6.4302791831103825,7.762563361709617,8.73881456502071,77.69423366883848,10.567090592780348,34.31741012781763,10.0553601260939,2.9336785009861934,4.361984295476551,4.485427842220286,1.3329359803157428,16.132396449704142,4056.0,0.09912429508046398,0.2978303747534517,293495,87218,65433,6486,4056,1,11899,6730,14760,2446,876,204,865,336,655,74,691,68
PG20163,5.957333632259317,7.074369123881972,7.724928710372076,81.62276078736885,10.163134212706499,33.504805545895714,9.651473406204566,2.8054181896366375,3.778297615110966,4.307263593071328,1.282877178292951,16.434315201032035,4651.0,0.116057878486577,0.4035691249193722,329230,98058,76436,8871,4651,1,13048,6859,14344,2414,939,56,1288,187,694,130,352,111
